default|check_acc_status|duration|credit_history|purpose|credit_amount|savings|unemployment|ins_inc_ratio|personal_status_sex|other_debtors|residence since|property|age|other_ins_plans|housing|credits_number|job|liable_people|telephone|foreign_worker
0|no_account|6|critical_account|radio_tv|1382|less_100|1_4|1|female_div_sep_mar|none|1|car_other|28|none|own|2|skilled_employee|1|yes|yes
1|0_200|12|existing_paid_duly|furniture|951|100_500|less_1|4|female_div_sep_mar|none|4|car_other|27|bank|rent|4|skilled_employee|1|no|yes
0|0_200|24|existing_paid_duly|used_car|2760|unknown|7_more|4|male_sin|none|4|unknown|36|bank|for_free|1|skilled_employee|1|yes|yes
1|0_200|18|past_delays|furniture|4297|less_100|7_more|4|male_div_sep|none|3|unknown|40|none|own|1|management|1|yes|yes
0|no_account|9|critical_account|education|936|500_1000|7_more|4|male_sin|none|2|car_other|52|none|own|2|skilled_employee|1|yes|yes
0|less_0|12|existing_paid_duly|new_car|1168|less_100|1_4|4|male_mar_wid|none|3|real_estate|27|none|own|1|unskilled|1|no|yes
0|no_account|27|past_delays|business|5117|less_100|4_7|3|male_sin|none|4|car_other|26|none|own|2|skilled_employee|1|no|yes
1|less_0|12|existing_paid_duly|retraining|902|less_100|4_7|4|male_mar_wid|none|4|life_insurance|21|none|rent|1|skilled_employee|1|no|yes
0|no_account|12|critical_account|new_car|1495|less_100|7_more|4|male_sin|none|1|real_estate|38|none|own|2|unskilled|2|no|yes
0|less_0|30|critical_account|used_car|10623|less_100|7_more|3|male_sin|none|4|unknown|38|none|for_free|3|management|2|yes|yes
0|no_account|12|critical_account|furniture|1935|less_100|7_more|4|male_sin|none|4|real_estate|43|none|own|3|skilled_employee|1|yes|yes
0|0_200|12|critical_account|domestic_appliances|1424|less_100|4_7|4|male_sin|none|3|life_insurance|26|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|business|6568|less_100|1_4|2|male_mar_wid|none|2|car_other|21|stores|own|1|unskilled|1|no|yes
0|no_account|12|existing_paid_duly|used_car|1413|1000_more|4_7|3|male_sin|none|2|life_insurance|55|none|own|1|skilled_employee|1|no|no
0|no_account|9|critical_account|radio_tv|3074|unknown|1_4|1|male_sin|none|2|real_estate|33|none|own|2|skilled_employee|2|no|yes
0|no_account|36|existing_paid_duly|radio_tv|3835|unknown|7_more|2|female_div_sep_mar|none|4|real_estate|45|none|own|1|unskilled|1|yes|yes
1|less_0|27|no_credits|business|5293|less_100|unemployed|2|male_sin|none|4|life_insurance|50|stores|own|2|skilled_employee|1|yes|yes
1|200_more|30|past_delays|business|1908|less_100|7_more|4|male_sin|none|4|real_estate|66|none|own|1|management|1|yes|yes
0|no_account|36|critical_account|radio_tv|3342|unknown|7_more|4|male_sin|none|2|car_other|51|none|own|1|skilled_employee|1|yes|yes
0|0_200|6|critical_account|retraining|932|unknown|4_7|1|female_div_sep_mar|none|3|life_insurance|39|none|own|2|unskilled|1|no|yes
0|less_0|18|no_credits|business|3104|less_100|4_7|3|male_sin|none|1|life_insurance|31|bank|own|1|skilled_employee|1|yes|yes
0|200_more|36|existing_paid_duly|radio_tv|3913|less_100|1_4|2|male_sin|none|2|real_estate|23|none|own|1|skilled_employee|1|yes|yes
0|less_0|24|existing_paid_duly|furniture|3021|less_100|1_4|2|male_div_sep|none|2|real_estate|24|none|rent|1|unskilled|1|no|yes
0|no_account|10|existing_paid_duly|new_car|1364|less_100|1_4|2|female_div_sep_mar|none|4|car_other|64|none|own|1|skilled_employee|1|yes|yes
0|0_200|12|existing_paid_duly|radio_tv|625|less_100|less_1|4|male_mar_wid|guarantor|1|real_estate|26|bank|own|1|unskilled|1|no|yes
0|less_0|12|existing_paid_duly|education|1200|unknown|1_4|4|female_div_sep_mar|none|4|life_insurance|23|bank|rent|1|skilled_employee|1|yes|yes
0|no_account|12|existing_paid_duly|radio_tv|707|less_100|1_4|4|male_sin|none|2|real_estate|30|bank|own|2|skilled_employee|1|no|yes
0|no_account|24|past_delays|business|2978|unknown|1_4|4|male_sin|none|4|real_estate|32|none|own|2|skilled_employee|2|yes|yes
0|no_account|15|existing_paid_duly|used_car|4657|less_100|1_4|3|male_sin|none|2|car_other|30|none|own|1|skilled_employee|1|yes|yes
0|no_account|36|no_credits|repairs|2613|less_100|1_4|4|male_sin|none|2|car_other|27|none|own|2|skilled_employee|1|no|yes
1|0_200|48|existing_paid_duly|radio_tv|10961|1000_more|4_7|1|male_sin|coapplicant|2|unknown|27|bank|own|2|skilled_employee|1|yes|yes
1|less_0|12|existing_paid_duly|furniture|7865|less_100|7_more|4|male_sin|none|4|unknown|53|none|for_free|1|management|1|yes|yes
1|no_account|9|existing_paid_duly|radio_tv|1478|less_100|4_7|4|male_sin|none|2|car_other|22|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|furniture|3149|less_100|less_1|4|male_sin|none|1|unknown|22|bank|for_free|1|skilled_employee|1|no|yes
1|200_more|36|existing_paid_duly|radio_tv|4210|less_100|1_4|4|male_sin|none|2|car_other|26|none|own|1|skilled_employee|1|no|yes
0|no_account|9|existing_paid_duly|new_car|2507|500_1000|7_more|2|male_sin|none|4|unknown|51|none|for_free|1|unskilled|1|no|yes
0|no_account|12|existing_paid_duly|radio_tv|2141|100_500|4_7|3|male_sin|none|1|unknown|35|none|own|1|skilled_employee|1|no|yes
0|0_200|18|existing_paid_duly|radio_tv|866|less_100|1_4|4|male_mar_wid|guarantor|2|real_estate|25|none|own|1|unskilled|1|no|yes
0|no_account|4|critical_account|radio_tv|1544|less_100|4_7|2|male_sin|none|1|real_estate|42|none|own|3|unskilled|2|no|yes
1|less_0|24|existing_paid_duly|radio_tv|1823|less_100|unemployed|4|male_sin|none|2|car_other|30|stores|own|1|management|2|no|yes
1|0_200|6|existing_paid_duly|new_car|14555|unknown|unemployed|1|male_sin|none|2|life_insurance|23|none|own|1|unemployed|1|yes|yes
1|0_200|21|existing_paid_duly|business|2767|100_500|7_more|4|male_div_sep|none|2|car_other|61|bank|rent|2|unskilled|1|no|yes
0|no_account|12|critical_account|radio_tv|1291|less_100|1_4|4|female_div_sep_mar|none|2|life_insurance|35|none|own|2|skilled_employee|1|no|yes
0|less_0|30|existing_paid_duly|radio_tv|2522|less_100|7_more|1|male_sin|guarantor|3|life_insurance|39|none|own|1|skilled_employee|2|no|yes
1|less_0|24|existing_paid_duly|new_car|915|unknown|7_more|4|female_div_sep_mar|none|2|car_other|29|bank|own|1|skilled_employee|1|no|yes
0|no_account|6|existing_paid_duly|radio_tv|1595|less_100|4_7|3|male_sin|none|2|life_insurance|51|none|own|1|skilled_employee|2|no|yes
1|less_0|48|no_credits|used_car|4605|less_100|7_more|3|male_sin|none|4|unknown|24|none|for_free|2|skilled_employee|2|no|yes
0|no_account|12|critical_account|business|1185|less_100|1_4|3|female_div_sep_mar|none|2|real_estate|27|none|own|2|skilled_employee|1|no|yes
0|no_account|12|past_paid_duly|retraining|3447|500_1000|1_4|4|female_div_sep_mar|none|3|real_estate|35|none|own|1|unskilled|2|no|yes
0|no_account|24|existing_paid_duly|business|1258|less_100|4_7|4|male_sin|none|1|real_estate|25|none|own|1|skilled_employee|1|yes|yes
0|no_account|12|critical_account|radio_tv|717|less_100|7_more|4|male_sin|none|4|real_estate|52|none|own|3|skilled_employee|1|no|yes
0|no_account|6|no_credits|new_car|1204|100_500|1_4|4|male_sin|none|1|unknown|35|bank|rent|1|skilled_employee|1|no|no
0|200_more|24|existing_paid_duly|furniture|1925|less_100|1_4|2|male_sin|none|2|real_estate|26|none|own|1|skilled_employee|1|no|yes
1|no_account|18|existing_paid_duly|radio_tv|433|less_100|unemployed|3|female_div_sep_mar|coapplicant|4|real_estate|22|none|rent|1|skilled_employee|1|no|yes
0|less_0|6|critical_account|new_car|666|1000_more|4_7|3|female_div_sep_mar|none|4|real_estate|39|none|own|2|unskilled|1|yes|yes
0|200_more|12|existing_paid_duly|furniture|2251|less_100|1_4|1|female_div_sep_mar|none|2|car_other|46|none|own|1|unskilled|1|no|yes
1|0_200|30|existing_paid_duly|new_car|2150|less_100|1_4|4|female_div_sep_mar|guarantor|2|unknown|24|bank|own|1|skilled_employee|1|no|yes
0|no_account|24|past_delays|furniture|4151|100_500|1_4|2|male_sin|none|3|life_insurance|35|none|own|2|skilled_employee|1|no|yes
0|0_200|9|existing_paid_duly|furniture|2030|unknown|4_7|2|male_sin|none|1|car_other|24|none|own|1|skilled_employee|1|yes|yes
0|0_200|60|past_delays|radio_tv|7418|unknown|1_4|1|male_sin|none|1|real_estate|27|none|own|1|unskilled|1|no|yes
0|no_account|24|critical_account|radio_tv|2684|less_100|1_4|4|male_sin|none|2|real_estate|35|none|own|2|unskilled|1|no|yes
1|less_0|12|past_paid_duly|radio_tv|2149|less_100|1_4|4|male_div_sep|none|1|unknown|29|none|for_free|1|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|used_car|3812|100_500|less_1|1|female_div_sep_mar|none|4|car_other|23|none|own|1|skilled_employee|1|yes|yes
0|no_account|11|critical_account|radio_tv|1154|100_500|unemployed|4|female_div_sep_mar|none|4|real_estate|57|none|own|3|unskilled|1|no|yes
0|less_0|12|existing_paid_duly|furniture|1657|less_100|1_4|2|male_sin|none|2|real_estate|27|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|radio_tv|1603|less_100|7_more|4|female_div_sep_mar|none|4|car_other|55|none|own|1|skilled_employee|1|no|yes
0|less_0|18|critical_account|new_car|5302|less_100|7_more|2|male_sin|none|4|unknown|36|none|for_free|3|management|1|yes|yes
0|no_account|12|critical_account|education|2748|less_100|7_more|2|female_div_sep_mar|none|4|unknown|57|bank|for_free|3|unskilled|1|no|yes
0|no_account|10|critical_account|new_car|1231|less_100|7_more|3|male_sin|none|4|real_estate|32|none|own|2|unskilled|2|no|no
1|0_200|15|existing_paid_duly|radio_tv|802|less_100|7_more|4|male_sin|none|3|car_other|37|none|own|1|skilled_employee|2|no|yes
0|no_account|36|critical_account|business|6304|unknown|7_more|4|male_sin|none|4|real_estate|36|none|own|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|radio_tv|1533|less_100|less_1|4|female_div_sep_mar|none|3|car_other|38|stores|own|1|skilled_employee|1|yes|yes
1|less_0|14|existing_paid_duly|new_car|8978|less_100|7_more|1|male_div_sep|none|4|life_insurance|45|none|own|1|management|1|yes|no
0|no_account|24|existing_paid_duly|radio_tv|999|unknown|7_more|4|male_sin|none|2|car_other|25|none|own|2|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|new_car|2662|unknown|4_7|4|male_sin|none|3|life_insurance|32|none|own|1|skilled_employee|1|no|no
0|no_account|12|critical_account|furniture|1402|500_1000|4_7|3|female_div_sep_mar|none|4|car_other|37|none|rent|1|skilled_employee|1|yes|yes
0|0_200|48|past_paid_duly|new_car|12169|unknown|unemployed|4|male_sin|coapplicant|4|unknown|36|none|for_free|1|management|1|yes|yes
1|0_200|48|existing_paid_duly|radio_tv|3060|less_100|4_7|4|male_sin|none|4|real_estate|28|none|own|2|skilled_employee|1|no|yes
1|less_0|30|existing_paid_duly|repairs|11998|less_100|less_1|1|male_div_sep|none|1|unknown|34|none|own|1|unskilled|1|yes|yes
0|no_account|9|existing_paid_duly|radio_tv|2697|less_100|1_4|1|male_sin|none|2|real_estate|32|none|own|1|skilled_employee|2|no|yes
0|no_account|18|critical_account|radio_tv|2404|less_100|1_4|2|female_div_sep_mar|none|2|car_other|26|none|own|2|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|furniture|1262|unknown|7_more|2|male_div_sep|none|4|life_insurance|49|none|own|1|unskilled|1|yes|yes
1|no_account|6|existing_paid_duly|furniture|4611|less_100|less_1|1|female_div_sep_mar|none|4|life_insurance|32|none|own|1|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|radio_tv|1901|100_500|1_4|4|male_sin|none|4|car_other|29|none|rent|1|management|1|yes|yes
0|no_account|15|critical_account|used_car|3368|1000_more|7_more|3|male_sin|none|4|unknown|23|none|rent|2|skilled_employee|1|yes|yes
0|no_account|12|existing_paid_duly|furniture|1574|less_100|1_4|4|male_sin|none|2|real_estate|50|none|own|1|skilled_employee|1|no|yes
0|200_more|18|past_paid_duly|radio_tv|1445|unknown|4_7|4|male_sin|none|4|car_other|49|bank|own|1|unskilled|1|no|yes
0|no_account|15|critical_account|furniture|1520|unknown|7_more|4|male_sin|none|4|life_insurance|63|none|own|1|skilled_employee|1|no|yes
0|0_200|24|critical_account|new_car|3878|100_500|less_1|4|male_div_sep|none|2|car_other|37|none|own|1|skilled_employee|1|yes|yes
0|less_0|47|existing_paid_duly|new_car|10722|less_100|less_1|1|female_div_sep_mar|none|1|real_estate|35|none|own|1|unskilled|1|yes|yes
0|less_0|48|existing_paid_duly|used_car|4788|less_100|4_7|4|male_sin|none|3|life_insurance|26|none|own|1|skilled_employee|2|no|yes
0|0_200|48|past_delays|others|7582|100_500|unemployed|2|male_sin|none|4|unknown|31|none|for_free|1|management|1|yes|yes
0|0_200|12|existing_paid_duly|radio_tv|1092|less_100|1_4|4|female_div_sep_mar|guarantor|4|real_estate|49|none|own|2|skilled_employee|1|yes|yes
1|less_0|24|past_delays|radio_tv|1024|less_100|less_1|4|male_mar_wid|none|4|real_estate|48|stores|own|1|skilled_employee|1|no|yes
0|no_account|12|existing_paid_duly|business|1076|less_100|1_4|2|male_mar_wid|none|2|real_estate|26|none|own|1|skilled_employee|1|yes|no
1|0_200|36|existing_paid_duly|used_car|9398|less_100|less_1|1|male_mar_wid|none|4|car_other|28|none|rent|1|management|1|yes|yes
0|less_0|24|critical_account|used_car|6419|less_100|7_more|2|female_div_sep_mar|none|4|unknown|44|none|for_free|2|management|2|yes|yes
0|200_more|42|critical_account|used_car|4796|less_100|7_more|4|male_sin|none|4|unknown|56|none|for_free|1|skilled_employee|1|no|yes
0|no_account|48|critical_account|business|7629|unknown|7_more|4|male_div_sep|none|2|car_other|46|bank|own|2|management|2|no|yes
1|0_200|48|existing_paid_duly|furniture|9960|less_100|less_1|1|female_div_sep_mar|none|2|car_other|26|none|own|1|skilled_employee|1|yes|yes
0|no_account|12|existing_paid_duly|used_car|4675|unknown|less_1|1|female_div_sep_mar|none|4|car_other|20|none|rent|1|skilled_employee|1|no|yes
0|no_account|10|existing_paid_duly|new_car|1287|unknown|7_more|4|male_sin|coapplicant|2|life_insurance|45|none|own|1|unskilled|1|no|no
0|no_account|18|existing_paid_duly|furniture|2515|less_100|1_4|3|male_sin|none|4|real_estate|43|none|own|1|skilled_employee|1|yes|yes
0|0_200|21|critical_account|furniture|2745|1000_more|4_7|3|male_sin|none|2|car_other|32|none|own|2|skilled_employee|1|yes|yes
0|no_account|6|existing_paid_duly|new_car|672|less_100|unemployed|1|female_div_sep_mar|none|4|real_estate|54|none|own|1|unemployed|1|yes|yes
1|0_200|36|no_credits|radio_tv|3804|less_100|1_4|4|female_div_sep_mar|none|1|car_other|42|none|own|1|skilled_employee|1|yes|yes
1|200_more|24|critical_account|new_car|1344|unknown|4_7|4|male_sin|none|2|real_estate|37|bank|own|2|unskilled|2|no|yes
0|less_0|10|critical_account|new_car|1038|less_100|4_7|4|male_sin|coapplicant|3|life_insurance|49|none|own|2|skilled_employee|1|yes|yes
1|no_account|48|critical_account|new_car|10127|500_1000|1_4|2|male_sin|none|2|unknown|44|bank|for_free|1|skilled_employee|1|no|yes
0|no_account|6|existing_paid_duly|furniture|1543|1000_more|1_4|4|male_div_sep|none|2|real_estate|33|none|own|1|skilled_employee|1|no|yes
0|no_account|30|existing_paid_duly|used_car|4811|unknown|4_7|2|female_div_sep_mar|none|4|life_insurance|24|stores|rent|1|unskilled|1|no|yes
1|less_0|12|existing_paid_duly|radio_tv|727|100_500|less_1|4|male_mar_wid|none|3|unknown|33|none|own|1|unskilled|1|yes|yes
1|0_200|8|existing_paid_duly|furniture|1237|less_100|1_4|3|female_div_sep_mar|none|4|real_estate|24|none|own|1|skilled_employee|1|no|yes
0|0_200|9|existing_paid_duly|new_car|276|less_100|1_4|4|male_mar_wid|none|4|real_estate|22|none|rent|1|unskilled|1|no|yes
0|0_200|48|existing_paid_duly|others|5381|unknown|unemployed|3|male_sin|none|4|unknown|40|bank|for_free|1|unemployed|1|yes|yes
0|no_account|24|existing_paid_duly|furniture|5511|100_500|1_4|4|male_sin|none|1|car_other|25|stores|own|1|skilled_employee|1|no|yes
0|200_more|24|existing_paid_duly|furniture|3749|less_100|less_1|2|female_div_sep_mar|none|4|car_other|26|none|own|1|skilled_employee|1|no|yes
1|0_200|12|existing_paid_duly|new_car|685|less_100|4_7|2|male_mar_wid|none|3|car_other|25|bank|own|1|unskilled|1|no|yes
0|200_more|4|existing_paid_duly|new_car|1494|unknown|less_1|1|male_sin|none|2|real_estate|29|none|own|1|unskilled|2|no|no
1|less_0|36|past_paid_duly|furniture|2746|less_100|7_more|4|male_sin|none|4|car_other|31|bank|own|1|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|furniture|708|less_100|1_4|2|male_sin|guarantor|3|life_insurance|38|none|own|1|unskilled|2|no|yes
0|0_200|24|existing_paid_duly|furniture|4351|unknown|1_4|1|female_div_sep_mar|none|4|life_insurance|48|none|own|1|unskilled|1|yes|yes
0|no_account|12|critical_account|education|701|less_100|1_4|4|male_sin|none|2|car_other|32|none|own|2|skilled_employee|1|no|yes
0|less_0|15|past_delays|furniture|3643|less_100|7_more|1|female_div_sep_mar|none|4|life_insurance|27|none|own|2|unskilled|1|no|yes
1|0_200|30|critical_account|new_car|4249|less_100|unemployed|4|male_mar_wid|none|2|car_other|28|none|own|2|management|1|no|yes
1|less_0|24|existing_paid_duly|radio_tv|1938|less_100|less_1|4|male_div_sep|none|3|life_insurance|32|none|own|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|used_car|2910|less_100|4_7|2|male_sin|none|1|unknown|34|none|for_free|1|management|1|yes|yes
0|less_0|18|existing_paid_duly|furniture|2659|1000_more|1_4|4|male_sin|none|2|car_other|28|none|own|1|skilled_employee|1|no|yes
0|no_account|18|critical_account|new_car|1028|less_100|1_4|4|female_div_sep_mar|none|3|real_estate|36|none|own|2|skilled_employee|1|no|yes
0|less_0|8|critical_account|new_car|3398|less_100|4_7|1|male_sin|none|4|real_estate|39|none|own|2|unskilled|1|no|no
0|no_account|12|critical_account|furniture|5801|unknown|7_more|2|male_sin|none|4|life_insurance|49|none|rent|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|new_car|1525|1000_more|4_7|4|female_div_sep_mar|none|3|car_other|34|none|own|1|skilled_employee|2|yes|yes
0|200_more|36|existing_paid_duly|radio_tv|4473|less_100|7_more|4|male_sin|none|2|car_other|31|none|own|1|skilled_employee|1|no|yes
0|0_200|6|existing_paid_duly|radio_tv|1068|less_100|7_more|4|male_sin|none|4|car_other|28|none|own|1|skilled_employee|2|no|yes
0|less_0|24|critical_account|used_car|6615|less_100|unemployed|2|male_sin|none|4|unknown|75|none|for_free|2|management|1|yes|yes
1|no_account|18|critical_account|education|1864|100_500|1_4|4|female_div_sep_mar|none|2|real_estate|30|none|own|2|skilled_employee|1|no|yes
1|0_200|60|existing_paid_duly|new_car|7408|100_500|less_1|4|female_div_sep_mar|none|2|life_insurance|24|none|own|1|management|1|no|yes
1|no_account|48|critical_account|used_car|11590|100_500|1_4|2|female_div_sep_mar|none|4|car_other|24|bank|rent|2|unskilled|1|no|yes
1|less_0|24|no_credits|furniture|4110|less_100|7_more|3|male_sin|none|4|unknown|23|bank|rent|2|skilled_employee|2|no|yes
1|less_0|6|critical_account|furniture|3384|less_100|1_4|1|male_div_sep|none|4|real_estate|44|none|rent|1|management|1|yes|yes
0|0_200|13|existing_paid_duly|radio_tv|2101|less_100|less_1|2|female_div_sep_mar|guarantor|4|life_insurance|23|none|own|1|unskilled|1|no|yes
1|less_0|15|existing_paid_duly|domestic_appliances|1275|unknown|1_4|4|female_div_sep_mar|none|2|car_other|24|none|rent|1|skilled_employee|1|no|yes
0|less_0|24|existing_paid_duly|furniture|4169|less_100|1_4|4|male_sin|none|4|life_insurance|28|none|own|1|skilled_employee|1|no|yes
0|0_200|10|existing_paid_duly|furniture|1521|less_100|1_4|4|male_div_sep|none|2|car_other|31|none|own|1|unskilled|1|no|yes
0|0_200|24|critical_account|education|5743|less_100|less_1|2|female_div_sep_mar|none|4|unknown|24|none|for_free|2|skilled_employee|1|yes|yes
0|less_0|21|existing_paid_duly|furniture|3599|less_100|4_7|1|female_div_sep_mar|none|4|car_other|26|none|rent|1|unskilled|1|no|yes
0|0_200|18|existing_paid_duly|radio_tv|3213|500_1000|less_1|1|male_mar_wid|none|3|real_estate|25|none|rent|1|skilled_employee|1|no|yes
0|0_200|18|existing_paid_duly|business|4439|less_100|7_more|1|male_sin|coapplicant|1|real_estate|33|bank|own|1|management|1|yes|yes
0|200_more|10|existing_paid_duly|new_car|3949|less_100|less_1|1|male_sin|guarantor|1|life_insurance|37|none|own|1|unskilled|2|no|yes
0|no_account|15|critical_account|radio_tv|1459|less_100|1_4|4|female_div_sep_mar|none|2|car_other|43|none|own|1|unskilled|1|no|yes
0|0_200|13|critical_account|radio_tv|882|less_100|less_1|4|male_sin|guarantor|4|real_estate|23|none|own|2|skilled_employee|1|no|yes
0|0_200|24|existing_paid_duly|radio_tv|3758|500_1000|unemployed|1|female_div_sep_mar|none|4|unknown|23|none|rent|1|unemployed|1|no|yes
0|no_account|6|past_delays|business|1743|100_500|1_4|1|male_sin|none|2|real_estate|34|none|own|2|unskilled|1|no|yes
1|0_200|9|critical_account|education|1136|1000_more|7_more|4|male_sin|none|3|unknown|32|none|for_free|2|skilled_employee|2|no|yes
0|no_account|9|existing_paid_duly|domestic_appliances|1236|less_100|less_1|1|female_div_sep_mar|none|4|real_estate|23|none|rent|1|skilled_employee|1|yes|yes
1|0_200|9|existing_paid_duly|furniture|959|less_100|1_4|1|female_div_sep_mar|none|2|car_other|29|none|own|1|skilled_employee|1|no|no
0|no_account|18|critical_account|used_car|3229|unknown|unemployed|2|male_sin|none|4|unknown|38|none|own|1|management|1|yes|yes
1|less_0|12|no_credits|radio_tv|6199|less_100|1_4|4|male_sin|none|2|life_insurance|28|none|rent|2|skilled_employee|1|yes|yes
0|no_account|10|existing_paid_duly|education|727|500_1000|7_more|4|male_sin|none|4|unknown|46|none|for_free|1|skilled_employee|1|yes|yes
1|0_200|24|existing_paid_duly|new_car|1246|less_100|less_1|4|male_sin|none|2|real_estate|23|stores|own|1|unskilled|1|no|yes
0|no_account|12|critical_account|radio_tv|2331|unknown|7_more|1|male_sin|coapplicant|4|real_estate|49|none|own|1|skilled_employee|1|yes|yes
1|no_account|36|past_delays|radio_tv|4463|less_100|1_4|4|male_sin|none|2|car_other|26|none|own|2|management|1|yes|yes
0|no_account|12|existing_paid_duly|radio_tv|776|less_100|1_4|4|male_mar_wid|none|2|real_estate|28|none|own|1|skilled_employee|1|no|yes
1|less_0|30|existing_paid_duly|furniture|2406|less_100|4_7|4|female_div_sep_mar|none|4|real_estate|23|none|rent|1|skilled_employee|1|no|yes
0|0_200|18|existing_paid_duly|education|1239|unknown|1_4|4|male_sin|none|4|unknown|61|none|for_free|1|skilled_employee|1|no|yes
0|200_more|12|existing_paid_duly|radio_tv|3399|unknown|7_more|2|male_sin|none|3|car_other|37|none|own|1|management|1|no|yes
0|200_more|12|past_delays|new_car|2247|less_100|1_4|2|female_div_sep_mar|none|2|car_other|36|stores|own|2|skilled_employee|1|yes|yes
0|no_account|6|existing_paid_duly|furniture|1766|less_100|1_4|1|male_mar_wid|none|2|life_insurance|21|none|rent|1|skilled_employee|1|no|yes
1|less_0|18|existing_paid_duly|furniture|2473|less_100|unemployed|4|male_sin|none|1|car_other|25|none|own|1|unemployed|1|no|yes
0|no_account|12|existing_paid_duly|business|1542|less_100|4_7|2|male_sin|none|4|car_other|36|none|own|1|skilled_employee|1|yes|yes
0|no_account|18|critical_account|used_car|3850|less_100|4_7|3|male_sin|none|1|car_other|27|none|own|2|skilled_employee|1|no|yes
0|less_0|18|existing_paid_duly|furniture|3650|less_100|less_1|1|female_div_sep_mar|none|4|car_other|22|none|rent|1|skilled_employee|1|no|yes
1|less_0|36|existing_paid_duly|furniture|3446|less_100|7_more|4|male_sin|none|2|car_other|42|none|own|1|skilled_employee|2|no|yes
0|0_200|18|existing_paid_duly|furniture|3001|less_100|4_7|2|female_div_sep_mar|none|4|real_estate|40|none|rent|1|skilled_employee|1|no|yes
0|no_account|36|existing_paid_duly|new_car|3079|unknown|1_4|4|male_sin|none|4|real_estate|36|none|own|1|skilled_employee|1|no|yes
0|no_account|18|critical_account|radio_tv|6070|less_100|7_more|3|male_sin|none|4|car_other|33|none|own|2|skilled_employee|1|yes|yes
0|no_account|10|critical_account|furniture|2146|less_100|less_1|1|female_div_sep_mar|none|3|real_estate|23|none|rent|2|skilled_employee|1|no|yes
0|no_account|60|critical_account|new_car|13756|unknown|7_more|2|male_sin|none|4|unknown|63|bank|for_free|1|management|1|yes|yes
1|0_200|60|past_paid_duly|others|14782|100_500|7_more|3|female_div_sep_mar|none|4|unknown|60|bank|for_free|2|management|1|yes|yes
1|less_0|48|past_paid_duly|business|7685|less_100|4_7|2|female_div_sep_mar|guarantor|4|car_other|37|none|rent|1|skilled_employee|1|no|yes
0|no_account|18|past_delays|radio_tv|2320|less_100|unemployed|2|male_mar_wid|none|3|real_estate|34|none|own|2|skilled_employee|1|no|yes
0|no_account|7|past_delays|radio_tv|846|unknown|7_more|3|male_sin|none|4|unknown|36|none|for_free|1|skilled_employee|1|no|yes
1|0_200|36|existing_paid_duly|new_car|14318|less_100|7_more|4|male_sin|none|2|unknown|57|none|for_free|1|management|1|yes|yes
0|no_account|6|critical_account|new_car|362|100_500|1_4|4|female_div_sep_mar|none|4|car_other|52|none|own|2|unskilled|1|no|yes
0|less_0|20|existing_paid_duly|furniture|2212|unknown|4_7|4|male_sin|none|4|car_other|39|none|own|1|skilled_employee|1|yes|yes
1|0_200|18|existing_paid_duly|used_car|12976|less_100|unemployed|3|female_div_sep_mar|none|4|unknown|38|none|for_free|1|management|1|yes|yes
0|no_account|22|existing_paid_duly|new_car|1283|unknown|4_7|4|female_div_sep_mar|none|4|life_insurance|25|none|rent|1|skilled_employee|1|no|yes
0|200_more|12|existing_paid_duly|new_car|1330|less_100|less_1|4|male_sin|none|1|real_estate|26|none|own|1|skilled_employee|1|no|yes
0|no_account|30|past_delays|business|4272|100_500|1_4|2|male_sin|none|2|life_insurance|26|none|own|2|unskilled|1|no|yes
0|no_account|18|critical_account|radio_tv|2238|less_100|1_4|2|female_div_sep_mar|none|1|car_other|25|none|own|2|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|radio_tv|1126|unknown|less_1|4|female_div_sep_mar|none|2|real_estate|21|none|rent|1|skilled_employee|1|yes|yes
0|0_200|18|critical_account|furniture|7374|less_100|unemployed|4|male_sin|none|4|life_insurance|40|stores|own|2|management|1|yes|yes
0|0_200|15|critical_account|business|2326|500_1000|1_4|2|male_sin|none|4|car_other|27|bank|own|1|skilled_employee|1|no|yes
0|no_account|9|existing_paid_duly|business|1449|less_100|4_7|3|female_div_sep_mar|none|2|car_other|27|none|own|2|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|new_car|1820|less_100|1_4|2|male_mar_wid|none|2|life_insurance|30|none|own|1|management|1|yes|yes
0|0_200|12|existing_paid_duly|furniture|983|1000_more|less_1|1|female_div_sep_mar|none|4|real_estate|19|none|rent|1|unskilled|1|no|yes
0|less_0|36|existing_paid_duly|new_car|3249|less_100|4_7|2|male_sin|none|4|unknown|39|bank|for_free|1|management|2|yes|yes
